name;common_name;iso_639_1;iso_639_2b;iso_639_2t;iso_639_3;is_common;type
Bainouk-Gunyaamolo;Bainouk-Gunyaamolo;;;;bcz;false;living
Bayot;Bayot;;;;bda;false;living
Basap;Basap;;;;bdb;false;living
Emberá-Baudó;Emberá-Baudó;;;;bdc;false;living
Bunama;Bunama;;;;bdd;false;living
Bade;Bade;;;;bde;false;living
Biage;Biage;;;;bdf;false;living
Bonggi;Bonggi;;;;bdg;false;living
Baka (Sudan);Baka (Sudan);;;;bdh;false;living
Burun;Burun;;;;bdi;false;living
Bai;Bai;;;;bdj;false;living
Budukh;Budukh;;;;bdk;false;living
Indonesian Bajau;Indonesian Bajau;;;;bdl;false;living
Buduma;Buduma;;;;bdm;false;living
Baldemu;Baldemu;;;;bdn;false;living
Morom;Morom;;;;bdo;false;living
Bende;Bende;;;;bdp;false;living
Bahnar;Bahnar;;;;bdq;false;living
West Coast Bajau;West Coast Bajau;;;;bdr;false;living
Burunge;Burunge;;;;bds;false;living
Bokoto;Bokoto;;;;bdt;false;living
Oroko;Oroko;;;;bdu;false;living
Bodo Parja;Bodo Parja;;;;bdv;false;living
Baham;Baham;;;;bdw;false;living
Budong-Budong;Budong-Budong;;;;bdx;false;living
Bandjalang;Bandjalang;;;;bdy;false;living
Badeshi;Badeshi;;;;bdz;false;living
Beaver;Beaver;;;;bea;false;living
Bebele;Bebele;;;;beb;false;living
Iceve-Maci;Iceve-Maci;;;;bec;false;living
Bedoanas;Bedoanas;;;;bed;false;living
Byangsi;Byangsi;;;;bee;false;living
Benabena;Benabena;;;;bef;false;living
Belait;Belait;;;;beg;false;living
Biali;Biali;;;;beh;false;living
Bekati';Bekati';;;;bei;false;living
Beja;Beja;;bej;bej;bej;false;living
Bebeli;Bebeli;;;;bek;false;living
Belarusian;Belarusian;be;bel;bel;bel;false;living
Bemba (Zambia);Bemba (Zambia);;bem;bem;bem;false;living
Bengali;Bengali;bn;ben;ben;ben;true;living
Beami;Beami;;;;beo;false;living
Besoa;Besoa;;;;bep;false;living
Beembe;Beembe;;;;beq;false;living
Besme;Besme;;;;bes;false;living
Guiberoua Béte;Guiberoua Béte;;;;bet;false;living
Blagar;Blagar;;;;beu;false;living
Daloa Bété;Daloa Bété;;;;bev;false;living
Betawi;Betawi;;;;bew;false;living
Jur Modo;Jur Modo;;;;bex;false;living
Beli (Papua New Guinea);Beli (Papua New Guinea);;;;bey;false;living
Bena (Tanzania);Bena (Tanzania);;;;bez;false;living
Bari;Bari;;;;bfa;false;living
Pauri Bareli;Pauri Bareli;;;;bfb;false;living
Northern Bai;Northern Bai;;;;bfc;false;living
Bafut;Bafut;;;;bfd;false;living
Betaf;Betaf;;;;bfe;false;living
Bofi;Bofi;;;;bff;false;living
Busang Kayan;Busang Kayan;;;;bfg;false;living
Blafe;Blafe;;;;bfh;false;living
British Sign Language;British Sign Language;;;;bfi;false;living
Bafanji;Bafanji;;;;bfj;false;living
Ban Khor Sign Language;Ban Khor Sign Language;;;;bfk;false;living
Banda-Ndélé;Banda-Ndélé;;;;bfl;false;living
Mmen;Mmen;;;;bfm;false;living
Bunak;Bunak;;;;bfn;false;living
Malba Birifor;Malba Birifor;;;;bfo;false;living
Beba;Beba;;;;bfp;false;living
Badaga;Badaga;;;;bfq;false;living
Bazigar;Bazigar;;;;bfr;false;living
Southern Bai;Southern Bai;;;;bfs;false;living
Balti;Balti;;;;bft;false;living
Gahri;Gahri;;;;bfu;false;living
Bondo;Bondo;;;;bfw;false;living
Bantayanon;Bantayanon;;;;bfx;false;living
Bagheli;Bagheli;;;;bfy;false;living
Mahasu Pahari;Mahasu Pahari;;;;bfz;false;living
Gwamhi-Wuri;Gwamhi-Wuri;;;;bga;false;living
Bobongko;Bobongko;;;;bgb;false;living
Haryanvi;Haryanvi;;;;bgc;false;living
Rathwi Bareli;Rathwi Bareli;;;;bgd;false;living
Bauria;Bauria;;;;bge;false;living
Bangandu;Bangandu;;;;bgf;false;living
Bugun;Bugun;;;;bgg;false;living
Giangan;Giangan;;;;bgi;false;living
Bangolan;Bangolan;;;;bgj;false;living
Bit;Bit;;;;bgk;false;living
Bo (Laos);Bo (Laos);;;;bgl;false;living
Baga Mboteni;Baga Mboteni;;;;bgm;false;living
Western Balochi;Western Balochi;;;;bgn;false;living
Baga Koga;Baga Koga;;;;bgo;false;living
Eastern Balochi;Eastern Balochi;;;;bgp;false;living
Bagri;Bagri;;;;bgq;false;living
Bawm Chin;Bawm Chin;;;;bgr;false;living
Tagabawa;Tagabawa;;;;bgs;false;living
Bughotu;Bughotu;;;;bgt;false;living
Mbongno;Mbongno;;;;bgu;false;living
Warkay-Bipim;Warkay-Bipim;;;;bgv;false;living
Bhatri;Bhatri;;;;bgw;false;living
Balkan Gagauz Turkish;Balkan Gagauz Turkish;;;;bgx;false;living
Benggoi;Benggoi;;;;bgy;false;living
Banggai;Banggai;;;;bgz;false;living
Bharia;Bharia;;;;bha;false;living
Bhili;Bhili;;;;bhb;false;living
Biga;Biga;;;;bhc;false;living
Bhadrawahi;Bhadrawahi;;;;bhd;false;living
Bhaya;Bhaya;;;;bhe;false;living
Odiai;Odiai;;;;bhf;false;living
Binandere;Binandere;;;;bhg;false;living
Bukharic;Bukharic;;;;bhh;false;living
Bhilali;Bhilali;;;;bhi;false;living
Bahing;Bahing;;;;bhj;false;living
Bimin;Bimin;;;;bhl;false;living
Bathari;Bathari;;;;bhm;false;living
Bohtan Neo-Aramaic;Bohtan Neo-Aramaic;;;;bhn;false;living
Bhojpuri;Bhojpuri;;bho;bho;bho;false;living
Bima;Bima;;;;bhp;false;living
Tukang Besi South;Tukang Besi South;;;;bhq;false;living
Bara Malagasy;Bara Malagasy;;;;bhr;false;living
Buwal;Buwal;;;;bhs;false;living
Bhattiyali;Bhattiyali;;;;bht;false;living
Bhunjia;Bhunjia;;;;bhu;false;living
Bahau;Bahau;;;;bhv;false;living
Biak;Biak;;;;bhw;false;living
Bhalay;Bhalay;;;;bhx;false;living
Bhele;Bhele;;;;bhy;false;living
Bada (Indonesia);Bada (Indonesia);;;;bhz;false;living
Badimaya;Badimaya;;;;bia;false;living
Bissa;Bissa;;;;bib;false;living
Bikaru;Bikaru;;;;bic;false;living
Bidiyo;Bidiyo;;;;bid;false;living
Bepour;Bepour;;;;bie;false;living
Biafada;Biafada;;;;bif;false;living
Biangai;Biangai;;;;big;false;living
Vaghat-Ya-Bijim-Legeri;Vaghat-Ya-Bijim-Legeri;;;;bij;false;living
Bikol;Bikol;;bik;bik;bik;false;living
Bile;Bile;;;;bil;false;living
Bimoba;Bimoba;;;;bim;false;living
Bini;Bini;;bin;bin;bin;false;living
Nai;Nai;;;;bio;false;living
Bila;Bila;;;;bip;false;living
Bipi;Bipi;;;;biq;false;living
Bisorio;Bisorio;;;;bir;false;living
Bislama;Bislama;bi;bis;bis;bis;false;living
Berinomo;Berinomo;;;;bit;false;living
Biete;Biete;;;;biu;false;living
Southern Birifor;Southern Birifor;;;;biv;false;living
Kol (Cameroon);Kol (Cameroon);;;;biw;false;living
Bijori;Bijori;;;;bix;false;living
Birhor;Birhor;;;;biy;false;living
Baloi;Baloi;;;;biz;false;living
Budza;Budza;;;;bja;false;living
Banggarla;Banggarla;;;;bjb;false;extinct
Bariji;Bariji;;;;bjc;false;living
Bandjigali;Bandjigali;;;;bjd;false;living
Biao-Jiao Mien;Biao-Jiao Mien;;;;bje;false;living
Barzani Jewish Neo-Aramaic;Barzani Jewish Neo-Aramaic;;;;bjf;false;living
Bidyogo;Bidyogo;;;;bjg;false;living
Bahinemo;Bahinemo;;;;bjh;false;living
Burji;Burji;;;;bji;false;living
Kanauji;Kanauji;;;;bjj;false;living
Barok;Barok;;;;bjk;false;living
Bulu (Papua New Guinea);Bulu (Papua New Guinea);;;;bjl;false;living
Bajelani;Bajelani;;;;bjm;false;living
Banjar;Banjar;;;;bjn;false;living
Mid-Southern Banda;Mid-Southern Banda;;;;bjo;false;living
Binumarien;Binumarien;;;;bjr;false;living
Bajan;Bajan;;;;bjs;false;living
Balanta-Ganja;Balanta-Ganja;;;;bjt;false;living
Busuu;Busuu;;;;bju;false;living
Bedjond;Bedjond;;;;bjv;false;living
Bakwé;Bakwé;;;;bjw;false;living
Banao Itneg;Banao Itneg;;;;bjx;false;living
Bayali;Bayali;;;;bjy;false;extinct
Baruga;Baruga;;;;bjz;false;living
Kyak;Kyak;;;;bka;false;living
Baka (Cameroon);Baka (Cameroon);;;;bkc;false;living
Binukid;Binukid;;;;bkd;false;living
Beeke;Beeke;;;;bkf;false;living
Buraka;Buraka;;;;bkg;false;living
Bakoko;Bakoko;;;;bkh;false;living
Baki;Baki;;;;bki;false;living
Pande;Pande;;;;bkj;false;living
Brokskat;Brokskat;;;;bkk;false;living
Berik;Berik;;;;bkl;false;living
Kom (Cameroon);Kom (Cameroon);;;;bkm;false;living
Bukitan;Bukitan;;;;bkn;false;living
Kwa';Kwa';;;;bko;false;living
Boko (Democratic Republic of Congo);Boko (Democratic Republic of Congo);;;;bkp;false;living
Bakairí;Bakairí;;;;bkq;false;living
Bakumpai;Bakumpai;;;;bkr;false;living
Northern Sorsoganon;Northern Sorsoganon;;;;bks;false;living
Boloki;Boloki;;;;bkt;false;living
Buhid;Buhid;;;;bku;false;living
Bekwarra;Bekwarra;;;;bkv;false;living
Bekwel;Bekwel;;;;bkw;false;living
Baikeno;Baikeno;;;;bkx;false;living
Bokyi;Bokyi;;;;bky;false;living
Bungku;Bungku;;;;bkz;false;living
Siksika;Siksika;;bla;bla;bla;false;living
Bilua;Bilua;;;;blb;false;living
Bella Coola;Bella Coola;;;;blc;false;living
Bolango;Bolango;;;;bld;false;living
Balanta-Kentohe;Balanta-Kentohe;;;;ble;false;living
Buol;Buol;;;;blf;false;living
Balau;Balau;;;;blg;false;living
Kuwaa;Kuwaa;;;;blh;false;living
Bolia;Bolia;;;;bli;false;living
Bolongan;Bolongan;;;;blj;false;living
Pa'o Karen;Pa'o Karen;;;;blk;false;living
Biloxi;Biloxi;;;;bll;false;extinct
Beli (Sudan);Beli (Sudan);;;;blm;false;living
Southern Catanduanes Bicolano;Southern Catanduanes Bicolano;;;;bln;false;living
Anii;Anii;;;;blo;false;living
Blablanga;Blablanga;;;;blp;false;living
Baluan-Pam;Baluan-Pam;;;;blq;false;living
Blang;Blang;;;;blr;false;living
Balaesang;Balaesang;;;;bls;false;living
Tai Dam;Tai Dam;;;;blt;false;living
Bolo;Bolo;;;;blv;false;living
Balangao;Balangao;;;;blw;false;living
Mag-Indi Ayta;Mag-Indi Ayta;;;;blx;false;living
Notre;Notre;;;;bly;false;living
Balantak;Balantak;;;;blz;false;living
Lame;Lame;;;;bma;false;living
Bembe;Bembe;;;;bmb;false;living
Biem;Biem;;;;bmc;false;living
Baga Manduri;Baga Manduri;;;;bmd;false;living
Limassa;Limassa;;;;bme;false;living
Bom;Bom;;;;bmf;false;living
Bamwe;Bamwe;;;;bmg;false;living
Kein;Kein;;;;bmh;false;living
Bagirmi;Bagirmi;;;;bmi;false;living
Bote-Majhi;Bote-Majhi;;;;bmj;false;living
Ghayavi;Ghayavi;;;;bmk;false;living
Bomboli;Bomboli;;;;bml;false;living
Northern Betsimisaraka Malagasy;Northern Betsimisaraka Malagasy;;;;bmm;false;living
Bina (Papua New Guinea);Bina (Papua New Guinea);;;;bmn;false;extinct
Bambalang;Bambalang;;;;bmo;false;living
Bulgebi;Bulgebi;;;;bmp;false;living
Bomu;Bomu;;;;bmq;false;living
Muinane;Muinane;;;;bmr;false;living
Bilma Kanuri;Bilma Kanuri;;;;bms;false;living
Biao Mon;Biao Mon;;;;bmt;false;living
Somba-Siawari;Somba-Siawari;;;;bmu;false;living
Bum;Bum;;;;bmv;false;living
Bomwali;Bomwali;;;;bmw;false;living
Baimak;Baimak;;;;bmx;false;living
Bemba (Democratic Republic of Congo);Bemba (Democratic Republic of Congo);;;;bmy;false;living
Baramu;Baramu;;;;bmz;false;living
Bonerate;Bonerate;;;;bna;false;living
Bookan;Bookan;;;;bnb;false;living
Bontok;Bontok;;;;bnc;false;living
Banda (Indonesia);Banda (Indonesia);;;;bnd;false;living
Bintauna;Bintauna;;;;bne;false;living
Masiwang;Masiwang;;;;bnf;false;living
Benga;Benga;;;;bng;false;living
Bangi;Bangi;;;;bni;false;living
Eastern Tawbuid;Eastern Tawbuid;;;;bnj;false;living
Bierebo;Bierebo;;;;bnk;false;living
Boon;Boon;;;;bnl;false;living
Batanga;Batanga;;;;bnm;false;living
Bunun;Bunun;;;;bnn;false;living
Bantoanon;Bantoanon;;;;bno;false;living
Bola;Bola;;;;bnp;false;living
Bantik;Bantik;;;;bnq;false;living
Butmas-Tur;Butmas-Tur;;;;bnr;false;living
Bundeli;Bundeli;;;;bns;false;living
Bentong;Bentong;;;;bnu;false;living
Bonerif;Bonerif;;;;bnv;false;living
Bisis;Bisis;;;;bnw;false;living
Bangubangu;Bangubangu;;;;bnx;false;living
Bintulu;Bintulu;;;;bny;false;living
Beezen;Beezen;;;;bnz;false;living
Bora;Bora;;;;boa;false;living
Aweer;Aweer;;;;bob;false;living
Tibetan;Tibetan;bo;tib;bod;bod;true;living
Mundabli;Mundabli;;;;boe;false;living
Bolon;Bolon;;;;bof;false;living
Bamako Sign Language;Bamako Sign Language;;;;bog;false;living
Boma;Boma;;;;boh;false;living
Barbareño;Barbareño;;;;boi;false;extinct
Anjam;Anjam;;;;boj;false;living
Bonjo;Bonjo;;;;bok;false;living
Bole;Bole;;;;bol;false;living
Berom;Berom;;;;bom;false;living
Bine;Bine;;;;bon;false;living
Tiemacèwè Bozo;Tiemacèwè Bozo;;;;boo;false;living
Bonkiman;Bonkiman;;;;bop;false;living
Bogaya;Bogaya;;;;boq;false;living
Borôro;Borôro;;;;bor;false;living
Bosnian;Bosnian;bs;bos;bos;bos;false;living
Bongo;Bongo;;;;bot;false;living
Bondei;Bondei;;;;bou;false;living
Tuwuli;Tuwuli;;;;bov;false;living
Rema;Rema;;;;bow;false;extinct
Buamu;Buamu;;;;box;false;living
Bodo (Central African Republic);Bodo (Central African Republic);;;;boy;false;living
Tiéyaxo Bozo;Tiéyaxo Bozo;;;;boz;false;living
Dakaka;Dakaka;;;;bpa;false;living
Barbacoas;Barbacoas;;;;bpb;false;extinct
Banda-Banda;Banda-Banda;;;;bpd;false;living
Bonggo;Bonggo;;;;bpg;false;living
Botlikh;Botlikh;;;;bph;false;living
Bagupi;Bagupi;;;;bpi;false;living
Binji;Binji;;;;bpj;false;living
Orowe;Orowe;;;;bpk;false;living
Broome Pearling Lugger Pidgin;Broome Pearling Lugger Pidgin;;;;bpl;false;living
Biyom;Biyom;;;;bpm;false;living
Dzao Min;Dzao Min;;;;bpn;false;living
Anasi;Anasi;;;;bpo;false;living
Kaure;Kaure;;;;bpp;false;living
Banda Malay;Banda Malay;;;;bpq;false;living
Koronadal Blaan;Koronadal Blaan;;;;bpr;false;living
Sarangani Blaan;Sarangani Blaan;;;;bps;false;living
Barrow Point;Barrow Point;;;;bpt;false;extinct
Bongu;Bongu;;;;bpu;false;living
Bian Marind;Bian Marind;;;;bpv;false;living
Bo (Papua New Guinea);Bo (Papua New Guinea);;;;bpw;false;living
Palya Bareli;Palya Bareli;;;;bpx;false;living
Bishnupriya;Bishnupriya;;;;bpy;false;living
Bilba;Bilba;;;;bpz;false;living
Tchumbuli;Tchumbuli;;;;bqa;false;living
Bagusa;Bagusa;;;;bqb;false;living
Boko (Benin);Boko (Benin);;;;bqc;false;living
Bung;Bung;;;;bqd;false;living
Baga Kaloum;Baga Kaloum;;;;bqf;false;extinct
Bago-Kusuntu;Bago-Kusuntu;;;;bqg;false;living
Baima;Baima;;;;bqh;false;living
Bakhtiari;Bakhtiari;;;;bqi;false;living
Bandial;Bandial;;;;bqj;false;living
Banda-Mbrès;Banda-Mbrès;;;;bqk;false;living
Bilakura;Bilakura;;;;bql;false;living
Wumboko;Wumboko;;;;bqm;false;living
Bulgarian Sign Language;Bulgarian Sign Language;;;;bqn;false;living
Balo;Balo;;;;bqo;false;living
Busa;Busa;;;;bqp;false;living
Biritai;Biritai;;;;bqq;false;living
Burusu;Burusu;;;;bqr;false;living
Bosngun;Bosngun;;;;bqs;false;living
Bamukumbit;Bamukumbit;;;;bqt;false;living
Boguru;Boguru;;;;bqu;false;living
Begbere-Ejar;Begbere-Ejar;;;;bqv;false;living
Buru (Nigeria);Buru (Nigeria);;;;bqw;false;living
Baangi;Baangi;;;;bqx;false;living
Bengkala Sign Language;Bengkala Sign Language;;;;bqy;false;living
Bakaka;Bakaka;;;;bqz;false;living
Braj;Braj;;bra;bra;bra;false;living
Lave;Lave;;;;brb;false;living
Berbice Creole Dutch;Berbice Creole Dutch;;;;brc;false;extinct
Baraamu;Baraamu;;;;brd;false;living
Breton;Breton;br;bre;bre;bre;false;living
Bera;Bera;;;;brf;false;living
Baure;Baure;;;;brg;false;living
Brahui;Brahui;;;;brh;false;living
Mokpwe;Mokpwe;;;;bri;false;living
Bieria;Bieria;;;;brj;false;living
Birked;Birked;;;;brk;false;extinct
Birwa;Birwa;;;;brl;false;living
Barambu;Barambu;;;;brm;false;living
Boruca;Boruca;;;;brn;false;living
Brokkat;Brokkat;;;;bro;false;living
Barapasi;Barapasi;;;;brp;false;living
Breri;Breri;;;;brq;false;living
Birao;Birao;;;;brr;false;living
Baras;Baras;;;;brs;false;living
Bitare;Bitare;;;;brt;false;living
Eastern Bru;Eastern Bru;;;;bru;false;living
Western Bru;Western Bru;;;;brv;false;living
Bellari;Bellari;;;;brw;false;living
Bodo (India);Bodo (India);;;;brx;false;living
Burui;Burui;;;;bry;false;living
Bilbil;Bilbil;;;;brz;false;living
Abinomn;Abinomn;;;;bsa;false;living
Brunei Bisaya;Brunei Bisaya;;;;bsb;false;living
Bassari;Bassari;;;;bsc;false;living
Wushi;Wushi;;;;bse;false;living
Bauchi;Bauchi;;;;bsf;false;living
Bashkardi;Bashkardi;;;;bsg;false;living
Kati;Kati;;;;bsh;false;living
Bassossi;Bassossi;;;;bsi;false;living
Bangwinji;Bangwinji;;;;bsj;false;living
Burushaski;Burushaski;;;;bsk;false;living
Basa-Gumna;Basa-Gumna;;;;bsl;false;extinct
Busami;Busami;;;;bsm;false;living
Barasana-Eduria;Barasana-Eduria;;;;bsn;false;living
Buso;Buso;;;;bso;false;living
Baga Sitemu;Baga Sitemu;;;;bsp;false;living
Bassa;Bassa;;;;bsq;false;living
Bassa-Kontagora;Bassa-Kontagora;;;;bsr;false;living
Akoose;Akoose;;;;bss;false;living
Basketo;Basketo;;;;bst;false;living
Bahonsuai;Bahonsuai;;;;bsu;false;living
Baga Sobané;Baga Sobané;;;;bsv;false;extinct
Baiso;Baiso;;;;bsw;false;living
Yangkam;Yangkam;;;;bsx;false;living
Sabah Bisaya;Sabah Bisaya;;;;bsy;false;living
Bata;Bata;;;;bta;false;living
Bati (Cameroon);Bati (Cameroon);;;;btc;false;living
Batak Dairi;Batak Dairi;;;;btd;false;living
Gamo-Ningi;Gamo-Ningi;;;;bte;false;extinct
Birgit;Birgit;;;;btf;false;living
Gagnoa Bété;Gagnoa Bété;;;;btg;false;living
Biatah Bidayuh;Biatah Bidayuh;;;;bth;false;living
Burate;Burate;;;;bti;false;living
Bacanese Malay;Bacanese Malay;;;;btj;false;living
Bhatola;Bhatola;;;;btl;false;living
Batak Mandailing;Batak Mandailing;;;;btm;false;living
Ratagnon;Ratagnon;;;;btn;false;living
Rinconada Bikol;Rinconada Bikol;;;;bto;false;living
Budibud;Budibud;;;;btp;false;living
Batek;Batek;;;;btq;false;living
Baetora;Baetora;;;;btr;false;living
Batak Simalungun;Batak Simalungun;;;;bts;false;living
Bete-Bendi;Bete-Bendi;;;;btt;false;living
Batu;Batu;;;;btu;false;living
Bateri;Bateri;;;;btv;false;living
Butuanon;Butuanon;;;;btw;false;living
Batak Karo;Batak Karo;;;;btx;false;living
Bobot;Bobot;;;;bty;false;living
Batak Alas-Kluet;Batak Alas-Kluet;;;;btz;false;living
Buriat;Buriat;;bua;bua;bua;false;living
Bua;Bua;;;;bub;false;living
Bushi;Bushi;;;;buc;false;living
Ntcham;Ntcham;;;;bud;false;living
Beothuk;Beothuk;;;;bue;false;extinct
Bushoong;Bushoong;;;;buf;false;living
Buginese;Buginese;;bug;bug;bug;false;living
Younuo Bunu;Younuo Bunu;;;;buh;false;living
Bongili;Bongili;;;;bui;false;living
Basa-Gurmana;Basa-Gurmana;;;;buj;false;living
Bugawac;Bugawac;;;;buk;false;living
Bulgarian;Bulgarian;bg;bul;bul;bul;true;living
Bulu (Cameroon);Bulu (Cameroon);;;;bum;false;living
Sherbro;Sherbro;;;;bun;false;living
Terei;Terei;;;;buo;false;living
Busoa;Busoa;;;;bup;false;living
Brem;Brem;;;;buq;false;living
Bokobaru;Bokobaru;;;;bus;false;living
Bungain;Bungain;;;;but;false;living
Budu;Budu;;;;buu;false;living
Bun;Bun;;;;buv;false;living
Bubi;Bubi;;;;buw;false;living
Boghom;Boghom;;;;bux;false;living
Bullom So;Bullom So;;;;buy;false;living
Bukwen;Bukwen;;;;buz;false;living
Barein;Barein;;;;bva;false;living
Bube;Bube;;;;bvb;false;living
Baelelea;Baelelea;;;;bvc;false;living
Baeggu;Baeggu;;;;bvd;false;living
Berau Malay;Berau Malay;;;;bve;false;living
Boor;Boor;;;;bvf;false;living
Bonkeng;Bonkeng;;;;bvg;false;living
Bure;Bure;;;;bvh;false;living
Belanda Viri;Belanda Viri;;;;bvi;false;living
Baan;Baan;;;;bvj;false;living
Bukat;Bukat;;;;bvk;false;living
Bolivian Sign Language;Bolivian Sign Language;;;;bvl;false;living
Bamunka;Bamunka;;;;bvm;false;living
Buna;Buna;;;;bvn;false;living
Bolgo;Bolgo;;;;bvo;false;living
Birri;Birri;;;;bvq;false;living
Burarra;Burarra;;;;bvr;false;living
Bati (Indonesia);Bati (Indonesia);;;;bvt;false;living
Bukit Malay;Bukit Malay;;;;bvu;false;living
Baniva;Baniva;;;;bvv;false;extinct
Boga;Boga;;;;bvw;false;living
Dibole;Dibole;;;;bvx;false;living
Baybayanon;Baybayanon;;;;bvy;false;living
Bauzi;Bauzi;;;;bvz;false;living
Bwatoo;Bwatoo;;;;bwa;false;living
Namosi-Naitasiri-Serua;Namosi-Naitasiri-Serua;;;;bwb;false;living
Bwile;Bwile;;;;bwc;false;living
Bwaidoka;Bwaidoka;;;;bwd;false;living
Bwe Karen;Bwe Karen;;;;bwe;false;living
Boselewa;Boselewa;;;;bwf;false;living
Barwe;Barwe;;;;bwg;false;living
Bishuo;Bishuo;;;;bwh;false;living
Baniwa;Baniwa;;;;bwi;false;living
Láá Láá Bwamu;Láá Láá Bwamu;;;;bwj;false;living
Bauwaki;Bauwaki;;;;bwk;false;living
Bwela;Bwela;;;;bwl;false;living
Biwat;Biwat;;;;bwm;false;living
Wunai Bunu;Wunai Bunu;;;;bwn;false;living
Boro (Ethiopia);Boro (Ethiopia);;;;bwo;false;living
Mandobo Bawah;Mandobo Bawah;;;;bwp;false;living
Southern Bobo Madaré;Southern Bobo Madaré;;;;bwq;false;living
Bura-Pabir;Bura-Pabir;;;;bwr;false;living
Bomboma;Bomboma;;;;bws;false;living
Bafaw-Balong;Bafaw-Balong;;;;bwt;false;living
Buli (Ghana);Buli (Ghana);;;;bwu;false;living
Bwa;Bwa;;;;bww;false;living
Bu-Nao Bunu;Bu-Nao Bunu;;;;bwx;false;living
Cwi Bwamu;Cwi Bwamu;;;;bwy;false;living
Bwisi;Bwisi;;;;bwz;false;living
Bauro;Bauro;;;;bxa;false;living
Belanda Bor;Belanda Bor;;;;bxb;false;living
Molengue;Molengue;;;;bxc;false;living
Pela;Pela;;;;bxd;false;living
Birale;Birale;;;;bxe;false;living
Bilur;Bilur;;;;bxf;false;living
Bangala;Bangala;;;;bxg;false;living
Buhutu;Buhutu;;;;bxh;false;living
Pirlatapa;Pirlatapa;;;;bxi;false;extinct
Bayungu;Bayungu;;;;bxj;false;living
Bukusu;Bukusu;;;;bxk;false;living
Jalkunan;Jalkunan;;;;bxl;false;living
Mongolia Buriat;Mongolia Buriat;;;;bxm;false;living
Burduna;Burduna;;;;bxn;false;living
Barikanchi;Barikanchi;;;;bxo;false;living
Bebil;Bebil;;;;bxp;false;living
Beele;Beele;;;;bxq;false;living
Russia Buriat;Russia Buriat;;;;bxr;false;living
Busam;Busam;;;;bxs;false;living
China Buriat;China Buriat;;;;bxu;false;living
Berakou;Berakou;;;;bxv;false;living
Bankagooma;Bankagooma;;;;bxw;false;living
Borna (Democratic Republic of Congo);Borna (Democratic Republic of Congo);;;;bxx;false;living
Binahari;Binahari;;;;bxz;false;living
Batak;Batak;;;;bya;false;living
Bikya;Bikya;;;;byb;false;living
Ubaghara;Ubaghara;;;;byc;false;living
Benyadu';Benyadu';;;;byd;false;living
Pouye;Pouye;;;;bye;false;living
Bete;Bete;;;;byf;false;living
Baygo;Baygo;;;;byg;false;extinct
Bhujel;Bhujel;;;;byh;false;living
Buyu;Buyu;;;;byi;false;living
Bina (Nigeria);Bina (Nigeria);;;;byj;false;living
Biao;Biao;;;;byk;false;living
Bayono;Bayono;;;;byl;false;living
Bidyara;Bidyara;;;;bym;false;living
Bilin;Bilin;;byn;byn;byn;false;living
Biyo;Biyo;;;;byo;false;living
Bumaji;Bumaji;;;;byp;false;living
Basay;Basay;;;;byq;false;extinct
Baruya;Baruya;;;;byr;false;living
Burak;Burak;;;;bys;false;living
Berti;Berti;;;;byt;false;extinct
Medumba;Medumba;;;;byv;false;living
Belhariya;Belhariya;;;;byw;false;living
Qaqet;Qaqet;;;;byx;false;living
Buya;Buya;;;;byy;false;living
Banaro;Banaro;;;;byz;false;living
Bandi;Bandi;;;;bza;false;living
Andio;Andio;;;;bzb;false;living
Southern Betsimisaraka Malagasy;Southern Betsimisaraka Malagasy;;;;bzc;false;living
Bribri;Bribri;;;;bzd;false;living
Jenaama Bozo;Jenaama Bozo;;;;bze;false;living
Boikin;Boikin;;;;bzf;false;living
Babuza;Babuza;;;;bzg;false;living
Mapos Buang;Mapos Buang;;;;bzh;false;living
Bisu;Bisu;;;;bzi;false;living
Belize Kriol English;Belize Kriol English;;;;bzj;false;living
